instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_of_day
2014,2,0,3,18,0,2,1,1,0.36,0.3636,0.21,0.0896,42,252,294,Evening
2015,2,0,3,19,0,2,1,1,0.34,0.3333,0.23,0.194,20,170,190,Evening
2016,2,0,3,20,0,2,1,1,0.36,0.3636,0.21,0.0896,13,119,132,Evening
2017,2,0,3,21,0,2,1,1,0.34,0.3636,0.42,0.0,8,75,83,Evening
2018,2,0,3,22,0,2,1,1,0.34,0.3636,0.49,0.0,6,49,55,Evening
2019,2,0,3,23,0,2,1,2,0.32,0.3333,0.57,0.1045,8,27,35,Evening
2020,2,0,3,0,0,3,1,2,0.32,0.3485,0.57,0.0,3,8,11,Night
2021,2,0,3,1,0,3,1,1,0.32,0.3485,0.39,0.0,1,9,10,Night
2022,2,0,3,2,0,3,1,2,0.32,0.3485,0.57,0.0,0,4,4,Night
2023,2,0,3,3,0,3,1,2,0.32,0.3485,0.49,0.0,0,4,4,Night
2024,2,0,3,4,0,3,1,2,0.32,0.3485,0.57,0.0,1,0,1,Night
2025,2,0,3,5,0,3,1,2,0.3,0.2879,0.56,0.194,0,7,7,Night
2026,2,0,3,6,0,3,1,2,0.3,0.303,0.49,0.1343,4,44,48,Morning
2027,2,0,3,7,0,3,1,2,0.32,0.3333,0.45,0.1045,8,128,136,Morning
2028,2,0,3,8,0,3,1,2,0.32,0.3182,0.49,0.1642,16,247,263,Morning
2029,2,0,3,9,0,3,1,2,0.32,0.303,0.45,0.2239,7,147,154,Morning
2030,2,0,3,10,0,3,1,2,0.34,0.3182,0.46,0.2239,13,51,64,Morning
2031,2,0,3,11,0,3,1,2,0.34,0.3182,0.46,0.2537,26,64,90,Morning
2032,2,0,3,12,0,3,1,2,0.34,0.3333,0.46,0.1642,15,65,80,Afternoon
2033,2,0,3,13,0,3,1,2,0.36,0.3485,0.46,0.2239,14,84,98,Afternoon
2034,2,0,3,14,0,3,1,2,0.36,0.3333,0.46,0.2985,16,64,80,Afternoon
2035,2,0,3,15,0,3,1,3,0.28,0.2576,0.81,0.2985,14,56,70,Afternoon
2036,2,0,3,16,0,3,1,3,0.28,0.2727,0.87,0.2537,0,36,36,Afternoon
2037,2,0,3,17,0,3,1,3,0.26,0.2727,0.93,0.1045,11,105,116,Afternoon
2038,2,0,3,18,0,3,1,2,0.26,0.2576,0.93,0.2239,6,79,85,Evening
2039,2,0,3,19,0,3,1,2,0.26,0.2576,0.93,0.2239,5,67,72,Evening
2040,2,0,3,20,0,3,1,3,0.24,0.2121,0.93,0.2985,4,40,44,Evening
2041,2,0,3,21,0,3,1,2,0.24,0.2273,0.93,0.2537,0,27,27,Evening
2042,2,0,3,22,0,3,1,3,0.24,0.2273,0.93,0.2239,3,21,24,Evening
2043,2,0,3,23,0,3,1,3,0.24,0.2121,0.93,0.2836,1,11,12,Evening
2044,2,0,3,0,0,4,1,3,0.24,0.2273,0.93,0.2239,0,3,3,Night
2045,2,0,3,1,0,4,1,3,0.24,0.2273,0.93,0.194,1,4,5,Night
2046,2,0,3,2,0,4,1,3,0.24,0.2273,0.93,0.194,0,5,5,Night
2047,2,0,3,3,0,4,1,3,0.24,0.2273,0.93,0.2239,0,1,1,Night
2048,2,0,3,4,0,4,1,3,0.24,0.2273,0.93,0.2537,0,2,2,Night
2049,2,0,3,5,0,4,1,3,0.24,0.2273,0.93,0.2239,0,8,8,Night
2050,2,0,3,6,0,4,1,3,0.24,0.2121,0.93,0.2985,2,34,36,Morning
2051,2,0,3,7,0,4,1,3,0.24,0.2273,0.93,0.2537,5,87,92,Morning
2052,2,0,3,8,0,4,1,2,0.24,0.2273,1.0,0.2537,7,185,192,Morning
2053,2,0,3,9,0,4,1,3,0.26,0.2424,0.93,0.2537,6,126,132,Morning
2054,2,0,3,10,0,4,1,3,0.26,0.2424,0.93,0.2537,15,54,69,Morning
2055,2,0,3,11,0,4,1,3,0.28,0.2727,0.93,0.194,6,52,58,Morning
2056,2,0,3,12,0,4,1,3,0.28,0.2727,0.93,0.194,17,73,90,Afternoon
2057,2,0,3,13,0,4,1,3,0.3,0.303,0.87,0.1343,13,55,68,Afternoon
2058,2,0,3,14,0,4,1,3,0.3,0.303,0.87,0.1343,27,49,76,Afternoon
2059,2,0,3,15,0,4,1,3,0.3,0.2727,0.87,0.2985,4,61,65,Afternoon
2060,2,0,3,16,0,4,1,2,0.3,0.2879,0.87,0.2537,13,72,85,Afternoon
2061,2,0,3,17,0,4,1,2,0.3,0.2879,0.87,0.2537,15,153,168,Afternoon
2062,2,0,3,18,0,4,1,2,0.3,0.303,0.87,0.1343,12,165,177,Evening
2063,2,0,3,19,0,4,1,2,0.3,0.303,0.87,0.1343,12,118,130,Evening
2064,2,0,3,20,0,4,1,3,0.28,0.2576,0.93,0.2836,6,79,85,Evening
2065,2,0,3,21,0,4,1,2,0.28,0.2727,0.93,0.1642,7,53,60,Evening
2066,2,0,3,22,0,4,1,3,0.28,0.2727,0.93,0.2537,7,44,51,Evening
2067,2,0,3,23,0,4,1,3,0.26,0.2576,1.0,0.1642,4,23,27,Evening
2068,2,0,4,0,0,5,1,3,0.26,0.2576,1.0,0.1642,0,6,6,Night
2069,2,0,4,1,0,5,1,3,0.26,0.2576,1.0,0.1642,0,4,4,Night
2070,2,0,4,2,0,5,1,3,0.26,0.2576,0.93,0.194,0,7,7,Night
2071,2,0,4,3,0,5,1,2,0.24,0.2273,0.93,0.2537,0,4,4,Night
2072,2,0,4,4,0,5,1,2,0.24,0.2273,0.93,0.2537,0,3,3,Night
2073,2,0,4,5,0,5,1,3,0.24,0.2273,0.93,0.2239,1,11,12,Night
2074,2,0,4,6,0,5,1,3,0.24,0.2273,0.93,0.2239,2,26,28,Morning
2075,2,0,4,7,0,5,1,3,0.24,0.2424,0.93,0.0,4,91,95,Morning
2076,2,0,4,8,0,5,1,2,0.26,0.2424,0.87,0.2537,8,198,206,Morning
2077,2,0,4,9,0,5,1,1,0.32,0.2879,0.7,0.3582,11,162,173,Morning
2078,2,0,4,10,0,5,1,1,0.32,0.303,0.66,0.2836,12,63,75,Morning
2079,2,0,4,11,0,5,1,1,0.32,0.2879,0.61,0.3582,17,72,89,Morning
2080,2,0,4,12,0,5,1,1,0.34,0.303,0.53,0.3582,15,80,95,Afternoon
2081,2,0,4,13,0,5,1,1,0.36,0.3333,0.5,0.3582,18,92,110,Afternoon
2082,2,0,4,14,0,5,1,2,0.36,0.3333,0.46,0.3582,26,61,87,Afternoon
2083,2,0,4,15,0,5,1,1,0.34,0.303,0.46,0.4179,30,81,111,Afternoon
2084,2,0,4,16,0,5,1,1,0.34,0.303,0.46,0.4179,42,125,167,Afternoon
2085,2,0,4,17,0,5,1,1,0.34,0.303,0.46,0.3284,36,245,281,Afternoon
2086,2,0,4,18,0,5,1,1,0.34,0.303,0.46,0.3284,36,205,241,Evening
2087,2,0,4,19,0,5,1,1,0.34,0.303,0.49,0.3284,16,120,136,Evening
2088,2,0,4,20,0,5,1,1,0.32,0.3182,0.53,0.194,2,75,77,Evening
2089,2,0,4,21,0,5,1,1,0.32,0.3333,0.53,0.1343,9,84,93,Evening
2090,2,0,4,22,0,5,1,1,0.3,0.303,0.56,0.1642,10,64,74,Evening
2091,2,0,4,23,0,5,1,1,0.3,0.3182,0.61,0.0896,12,41,53,Evening
2092,2,0,4,0,0,6,0,2,0.3,0.3333,0.61,0.0,3,29,32,Night
2093,2,0,4,1,0,6,0,1,0.26,0.2727,0.65,0.1343,4,28,32,Night
2094,2,0,4,2,0,6,0,1,0.24,0.2424,0.75,0.1343,1,20,21,Night
2095,2,0,4,3,0,6,0,1,0.24,0.2424,0.7,0.1642,1,8,9,Night
2096,2,0,4,4,0,6,0,1,0.24,0.2424,0.7,0.1642,0,5,5,Night
2097,2,0,4,5,0,6,0,2,0.24,0.2424,0.75,0.1642,1,4,5,Night
2098,2,0,4,6,0,6,0,1,0.26,0.2727,0.7,0.1045,5,7,12,Morning
2099,2,0,4,7,0,6,0,2,0.26,0.2727,0.7,0.1045,2,16,18,Morning
2100,2,0,4,8,0,6,0,1,0.3,0.3182,0.7,0.1045,10,45,55,Morning
2101,2,0,4,9,0,6,0,2,0.34,0.3485,0.66,0.1045,22,65,87,Morning
2102,2,0,4,10,0,6,0,2,0.36,0.3485,0.57,0.1642,41,113,154,Morning
2103,2,0,4,11,0,6,0,2,0.4,0.4091,0.47,0.1642,72,126,198,Morning
2104,2,0,4,12,0,6,0,3,0.32,0.3333,0.81,0.1343,84,100,184,Afternoon
2105,2,0,4,13,0,6,0,1,0.34,0.3333,0.81,0.1343,56,81,137,Afternoon
2106,2,0,4,14,0,6,0,3,0.32,0.303,0.76,0.3284,97,93,190,Afternoon
2107,2,0,4,15,0,6,0,3,0.34,0.303,0.76,0.3881,72,64,136,Afternoon
2108,2,0,4,16,0,6,0,1,0.38,0.3939,0.62,0.3284,111,85,196,Afternoon
2109,2,0,4,17,0,6,0,1,0.38,0.3939,0.54,0.3582,89,95,184,Afternoon
2110,2,0,4,18,0,6,0,1,0.38,0.3939,0.54,0.194,69,110,179,Evening
2111,2,0,4,19,0,6,0,1,0.36,0.3333,0.53,0.3582,71,77,148,Evening
2112,2,0,4,20,0,6,0,1,0.34,0.3182,0.53,0.2836,29,56,85,Evening
2113,2,0,4,21,0,6,0,1,0.32,0.303,0.61,0.2537,24,53,77,Evening
2114,2,0,4,22,0,6,0,1,0.32,0.303,0.61,0.2985,14,41,55,Evening
2115,2,0,4,23,0,6,0,1,0.32,0.3182,0.61,0.1642,20,33,53,Evening
2116,2,0,4,0,0,0,0,1,0.3,0.2879,0.65,0.194,8,31,39,Night
2117,2,0,4,1,0,0,0,1,0.3,0.3182,0.61,0.1045,8,26,34,Night
2118,2,0,4,2,0,0,0,1,0.26,0.2727,0.7,0.1343,5,19,24,Night
2119,2,0,4,3,0,0,0,1,0.3,0.3333,0.61,0.0,3,8,11,Night
2120,2,0,4,4,0,0,0,1,0.28,0.303,0.7,0.0896,3,0,3,Night
2121,2,0,4,5,0,0,0,1,0.28,0.2727,0.65,0.2239,1,4,5,Night
2122,2,0,4,6,0,0,0,1,0.28,0.2727,0.65,0.194,10,23,33,Morning
2123,2,0,4,7,0,0,0,1,0.32,0.303,0.57,0.2239,13,20,33,Morning
2124,2,0,4,8,0,0,0,1,0.34,0.3333,0.57,0.1642,18,44,62,Morning
2125,2,0,4,9,0,0,0,1,0.36,0.3182,0.5,0.4925,68,74,142,Morning
2126,2,0,4,10,0,0,0,1,0.4,0.4091,0.43,0.4179,111,104,215,Morning
2127,2,0,4,11,0,0,0,1,0.42,0.4242,0.41,0.2537,139,104,243,Morning
2128,2,0,4,12,0,0,0,1,0.44,0.4394,0.38,0.2836,166,147,313,Afternoon
2129,2,0,4,13,0,0,0,1,0.44,0.4394,0.33,0.2985,219,148,367,Afternoon
2130,2,0,4,14,0,0,0,1,0.46,0.4545,0.31,0.1343,240,109,349,Afternoon
2131,2,0,4,15,0,0,0,2,0.46,0.4545,0.33,0.0,174,118,292,Afternoon
2132,2,0,4,16,0,0,0,2,0.46,0.4545,0.31,0.194,147,156,303,Afternoon
2133,2,0,4,17,0,0,0,2,0.46,0.4545,0.28,0.1343,148,126,274,Afternoon
2134,2,0,4,18,0,0,0,2,0.46,0.4545,0.31,0.0,71,101,172,Evening
2135,2,0,4,19,0,0,0,2,0.42,0.4242,0.44,0.194,51,93,144,Evening
2136,2,0,4,20,0,0,0,3,0.42,0.4242,0.41,0.2239,24,55,79,Evening
2137,2,0,4,21,0,0,0,2,0.42,0.4242,0.44,0.2239,8,37,45,Evening
2138,2,0,4,22,0,0,0,1,0.4,0.4091,0.43,0.1045,7,29,36,Evening
2139,2,0,4,23,0,0,0,1,0.4,0.4091,0.5,0.0896,9,22,31,Evening
2140,2,0,4,0,0,1,1,1,0.4,0.4091,0.5,0.2239,1,5,6,Night
2141,2,0,4,1,0,1,1,1,0.4,0.4091,0.56,0.3582,7,4,11,Night
2142,2,0,4,2,0,1,1,1,0.38,0.3939,0.66,0.2537,1,1,2,Night
2143,2,0,4,3,0,1,1,1,0.38,0.3939,0.66,0.2836,1,0,1,Night
2144,2,0,4,4,0,1,1,1,0.38,0.3939,0.71,0.2985,1,1,2,Night
2145,2,0,4,5,0,1,1,1,0.4,0.4091,0.62,0.2537,0,7,7,Night
2146,2,0,4,6,0,1,1,1,0.42,0.4242,0.58,0.2836,3,43,46,Morning
2147,2,0,4,7,0,1,1,2,0.44,0.4394,0.54,0.2537,7,150,157,Morning
2148,2,0,4,8,0,1,1,2,0.46,0.4545,0.55,0.2985,31,308,339,Morning
2149,2,0,4,9,0,1,1,2,0.5,0.4848,0.51,0.3881,24,134,158,Morning
2150,2,0,4,10,0,1,1,2,0.54,0.5152,0.45,0.3582,35,55,90,Morning
2151,2,0,4,11,0,1,1,1,0.6,0.6212,0.4,0.3881,58,66,124,Morning
2152,2,0,4,12,0,1,1,1,0.64,0.6212,0.36,0.4627,59,98,157,Afternoon
2153,2,0,4,13,0,1,1,1,0.68,0.6364,0.34,0.3284,47,92,139,Afternoon
2154,2,0,4,14,0,1,1,2,0.74,0.6515,0.27,0.4925,47,76,123,Afternoon
2155,2,0,4,15,0,1,1,1,0.76,0.6667,0.23,0.5522,47,96,143,Afternoon
2156,2,0,4,16,0,1,1,1,0.76,0.6515,0.22,0.5224,59,130,189,Afternoon
2157,2,0,4,17,0,1,1,1,0.74,0.6515,0.23,0.6119,83,283,366,Afternoon
2158,2,0,4,18,0,1,1,2,0.72,0.6364,0.23,0.4925,78,308,386,Evening
2159,2,0,4,19,0,1,1,1,0.7,0.6364,0.24,0.4627,51,227,278,Evening
2160,2,0,4,20,0,1,1,2,0.7,0.6364,0.24,0.5522,40,133,173,Evening
2161,2,0,4,21,0,1,1,2,0.7,0.6364,0.3,0.4478,19,76,95,Evening
2162,2,0,4,22,0,1,1,2,0.68,0.6364,0.36,0.4627,17,58,75,Evening
2163,2,0,4,23,0,1,1,2,0.64,0.6212,0.47,0.2239,18,30,48,Evening
2164,2,0,4,0,0,2,1,1,0.62,0.6212,0.5,0.1045,10,12,22,Night
2165,2,0,4,1,0,2,1,3,0.62,0.6212,0.57,0.4179,10,5,15,Night
2166,2,0,4,2,0,2,1,2,0.54,0.5152,0.73,0.3284,0,5,5,Night
2167,2,0,4,3,0,2,1,2,0.54,0.5152,0.73,0.3284,1,3,4,Night
2168,2,0,4,4,0,2,1,3,0.5,0.4848,0.88,0.4925,0,2,2,Night
2169,2,0,4,5,0,2,1,3,0.46,0.4545,0.94,0.2985,0,5,5,Night
2170,2,0,4,6,0,2,1,2,0.48,0.4697,0.88,0.3284,2,36,38,Morning
2171,2,0,4,7,0,2,1,2,0.48,0.4697,0.88,0.3284,10,124,134,Morning
2172,2,0,4,8,0,2,1,3,0.38,0.3939,0.87,0.5821,9,148,157,Morning
2173,2,0,4,9,0,2,1,3,0.36,0.3182,0.87,0.4925,2,44,46,Morning
2174,2,0,4,10,0,2,1,3,0.34,0.303,0.81,0.3881,3,25,28,Morning
2175,2,0,4,11,0,2,1,3,0.32,0.2879,0.81,0.4478,1,18,19,Morning
2176,2,0,4,12,0,2,1,2,0.34,0.303,0.71,0.3881,6,32,38,Afternoon
2177,2,0,4,13,0,2,1,2,0.36,0.3333,0.63,0.4179,5,51,56,Afternoon
2178,2,0,4,14,0,2,1,2,0.36,0.3182,0.57,0.4925,9,67,76,Afternoon
2179,2,0,4,15,0,2,1,1,0.4,0.4091,0.46,0.4627,6,62,68,Afternoon
2180,2,0,4,16,0,2,1,1,0.38,0.3939,0.46,0.4179,17,113,130,Afternoon
2181,2,0,4,17,0,2,1,1,0.42,0.4242,0.38,0.4179,27,246,273,Afternoon
2182,2,0,4,18,0,2,1,1,0.38,0.3939,0.4,0.4925,19,248,267,Evening
2183,2,0,4,19,0,2,1,1,0.36,0.3333,0.43,0.2985,12,148,160,Evening
2184,2,0,4,20,0,2,1,1,0.34,0.3182,0.46,0.2836,4,87,91,Evening
2185,2,0,4,21,0,2,1,1,0.34,0.2879,0.46,0.5224,8,81,89,Evening
2186,2,0,4,22,0,2,1,1,0.32,0.303,0.49,0.2985,3,43,46,Evening
2187,2,0,4,23,0,2,1,1,0.3,0.2879,0.49,0.2836,3,23,26,Evening
2188,2,0,4,0,0,3,1,1,0.3,0.3182,0.49,0.1045,0,15,15,Night
2189,2,0,4,1,0,3,1,1,0.26,0.2727,0.6,0.1343,0,2,2,Night
2190,2,0,4,2,0,3,1,1,0.24,0.2424,0.7,0.1343,0,5,5,Night
2191,2,0,4,3,0,3,1,1,0.26,0.2727,0.6,0.1343,0,4,4,Night
2192,2,0,4,4,0,3,1,1,0.24,0.2424,0.65,0.1343,0,1,1,Night
2193,2,0,4,5,0,3,1,1,0.24,0.2576,0.7,0.1045,1,12,13,Night
2194,2,0,4,6,0,3,1,1,0.24,0.2576,0.7,0.1045,4,52,56,Morning
2195,2,0,4,7,0,3,1,1,0.26,0.2727,0.65,0.1045,3,130,133,Morning
2196,2,0,4,8,0,3,1,1,0.32,0.303,0.61,0.2239,17,308,325,Morning
2197,2,0,4,9,0,3,1,1,0.36,0.3333,0.46,0.2537,8,157,165,Morning
2198,2,0,4,10,0,3,1,1,0.4,0.4091,0.37,0.3881,21,48,69,Morning
2199,2,0,4,11,0,3,1,1,0.42,0.4242,0.38,0.3881,23,70,93,Morning
2200,2,0,4,12,0,3,1,1,0.44,0.4394,0.41,0.2537,22,112,134,Afternoon
2201,2,0,4,13,0,3,1,1,0.46,0.4545,0.38,0.4925,29,83,112,Afternoon
2202,2,0,4,14,0,3,1,1,0.5,0.4848,0.34,0.4179,35,80,115,Afternoon
2203,2,0,4,15,0,3,1,1,0.52,0.5,0.32,0.3284,34,83,117,Afternoon
2204,2,0,4,16,0,3,1,1,0.54,0.5152,0.28,0.4179,27,142,169,Afternoon
2205,2,0,4,17,0,3,1,1,0.52,0.5,0.32,0.4478,53,303,356,Afternoon
2206,2,0,4,18,0,3,1,1,0.52,0.5,0.29,0.3582,43,282,325,Evening
2207,2,0,4,19,0,3,1,1,0.5,0.4848,0.31,0.2985,36,196,232,Evening
2208,2,0,4,20,0,3,1,1,0.46,0.4545,0.51,0.2239,15,126,141,Evening
2209,2,0,4,21,0,3,1,1,0.46,0.4545,0.41,0.2836,18,84,102,Evening
2210,2,0,4,22,0,3,1,1,0.46,0.4545,0.41,0.2836,13,71,84,Evening
2211,2,0,4,23,0,3,1,1,0.46,0.4545,0.41,0.2985,11,29,40,Evening
2212,2,0,4,0,0,4,1,1,0.46,0.4545,0.41,0.2836,5,15,20,Night
2213,2,0,4,1,0,4,1,1,0.42,0.4242,0.47,0.1343,2,11,13,Night
2214,2,0,4,2,0,4,1,1,0.42,0.4242,0.54,0.0,0,7,7,Night
2215,2,0,4,3,0,4,1,1,0.36,0.3485,0.66,0.194,0,3,3,Night
2216,2,0,4,4,0,4,1,1,0.34,0.3333,0.76,0.194,0,1,1,Night
2217,2,0,4,5,0,4,1,1,0.34,0.3182,0.76,0.2239,0,6,6,Night
2218,2,0,4,6,0,4,1,1,0.32,0.303,0.81,0.2537,5,59,64,Morning
2219,2,0,4,7,0,4,1,2,0.34,0.3333,0.76,0.1642,8,152,160,Morning
2220,2,0,4,8,0,4,1,1,0.36,0.3485,0.76,0.194,23,291,314,Morning
2221,2,0,4,9,0,4,1,2,0.4,0.4091,0.66,0.1343,15,155,170,Morning
2222,2,0,4,10,0,4,1,2,0.42,0.4242,0.67,0.1045,29,66,95,Morning
2223,2,0,4,11,0,4,1,2,0.46,0.4545,0.55,0.0,36,86,122,Morning
2224,2,0,4,12,0,4,1,2,0.46,0.4545,0.55,0.0,39,114,153,Afternoon
2225,2,0,4,13,0,4,1,2,0.52,0.5,0.48,0.0896,36,99,135,Afternoon
2226,2,0,4,14,0,4,1,1,0.56,0.5303,0.43,0.0896,46,111,157,Afternoon
2227,2,0,4,15,0,4,1,1,0.6,0.6212,0.38,0.1045,27,133,160,Afternoon
2228,2,0,4,16,0,4,1,1,0.6,0.6212,0.35,0.0,52,161,213,Afternoon
2229,2,0,4,17,0,4,1,1,0.52,0.5,0.52,0.2836,63,280,343,Afternoon
2230,2,0,4,18,0,4,1,1,0.48,0.4697,0.55,0.2537,68,265,333,Evening
2231,2,0,4,19,0,4,1,1,0.46,0.4545,0.59,0.2985,34,192,226,Evening
2232,2,0,4,20,0,4,1,1,0.44,0.4394,0.62,0.1642,37,166,203,Evening
2233,2,0,4,21,0,4,1,2,0.44,0.4394,0.67,0.2836,19,89,108,Evening
2234,2,0,4,22,0,4,1,2,0.4,0.4091,0.76,0.194,18,63,81,Evening
2235,2,0,4,23,0,4,1,1,0.38,0.3939,0.76,0.2537,9,45,54,Evening
2236,2,0,4,0,0,5,1,2,0.36,0.3485,0.76,0.2239,4,21,25,Night
2237,2,0,4,1,0,5,1,2,0.34,0.3333,0.76,0.1343,3,6,9,Night
2238,2,0,4,2,0,5,1,3,0.34,0.3333,0.76,0.1642,3,10,13,Night
2239,2,0,4,3,0,5,1,3,0.34,0.3333,0.76,0.1642,0,1,1,Night
2240,2,0,4,4,0,5,1,2,0.34,0.3333,0.86,0.1343,0,1,1,Night
2241,2,0,4,5,0,5,1,2,0.32,0.3182,0.87,0.194,1,8,9,Night
2242,2,0,4,6,0,5,1,2,0.34,0.3636,0.87,0.0,2,33,35,Morning
2243,2,0,4,7,0,5,1,3,0.34,0.3333,0.87,0.1642,4,109,113,Morning
2244,2,0,4,8,0,5,1,3,0.34,0.3333,0.87,0.1642,13,208,221,Morning
2245,2,0,4,9,0,5,1,2,0.36,0.3485,0.76,0.194,17,168,185,Morning
2246,2,0,4,10,0,5,1,2,0.36,0.3333,0.71,0.2836,10,63,73,Morning
2247,2,0,4,11,0,5,1,2,0.4,0.4091,0.62,0.3881,19,79,98,Morning
2248,2,0,4,12,0,5,1,3,0.38,0.3939,0.66,0.2239,29,51,80,Afternoon
2249,2,0,4,13,0,5,1,3,0.36,0.3333,0.76,0.2836,7,35,42,Afternoon
2250,2,0,4,14,0,5,1,3,0.34,0.3182,0.87,0.2239,2,13,15,Afternoon
2251,2,0,4,15,0,5,1,3,0.34,0.3182,0.87,0.2239,1,24,25,Afternoon
2252,2,0,4,16,0,5,1,2,0.32,0.303,0.93,0.2537,2,58,60,Afternoon
2253,2,0,4,17,0,5,1,3,0.32,0.303,0.93,0.2537,10,138,148,Afternoon
2254,2,0,4,18,0,5,1,3,0.32,0.303,0.93,0.2537,8,54,62,Evening
2255,2,0,4,19,0,5,1,3,0.3,0.2727,0.93,0.4179,1,52,53,Evening
2256,2,0,4,20,0,5,1,2,0.3,0.2727,0.93,0.3284,12,51,63,Evening
2257,2,0,4,21,0,5,1,2,0.3,0.2879,0.93,0.2537,11,43,54,Evening
2258,2,0,4,22,0,5,1,2,0.3,0.2727,0.93,0.2985,9,42,51,Evening
2259,2,0,4,23,0,5,1,2,0.3,0.2879,0.93,0.2239,4,31,35,Evening
2260,2,0,4,0,0,6,0,2,0.3,0.2879,0.87,0.2239,5,26,31,Night
2261,2,0,4,1,0,6,0,2,0.3,0.303,0.87,0.1343,3,17,20,Night
2262,2,0,4,2,0,6,0,2,0.32,0.303,0.87,0.2239,2,15,17,Night
2263,2,0,4,3,0,6,0,3,0.3,0.2879,1.0,0.2537,3,11,14,Night
2264,2,0,4,4,0,6,0,3,0.3,0.2727,1.0,0.2537,0,3,3,Night
2265,2,0,4,5,0,6,0,2,0.3,0.2879,0.93,0.2239,0,5,5,Night
2266,2,0,4,6,0,6,0,2,0.3,0.2879,0.93,0.194,0,13,13,Morning
2267,2,0,4,7,0,6,0,2,0.3,0.303,0.93,0.1642,8,13,21,Morning
2268,2,0,4,8,0,6,0,2,0.32,0.303,0.93,0.1642,7,47,54,Morning
2269,2,0,4,9,0,6,0,2,0.34,0.3485,0.87,0.1045,27,71,98,Morning
2270,2,0,4,10,0,6,0,2,0.34,0.3333,0.87,0.1343,43,90,133,Morning
2271,2,0,4,11,0,6,0,2,0.36,0.3636,0.81,0.0,51,91,142,Morning
2272,2,0,4,12,0,6,0,2,0.36,0.3485,0.81,0.1343,79,123,202,Afternoon
2273,2,0,4,13,0,6,0,2,0.36,0.3788,0.81,0.0,114,108,222,Afternoon
2274,2,0,4,14,0,6,0,2,0.36,0.3485,0.81,0.1343,94,118,212,Afternoon
2275,2,0,4,15,0,6,0,2,0.36,0.3788,0.87,0.0,85,116,201,Afternoon
2276,2,0,4,16,0,6,0,2,0.38,0.3939,0.82,0.0,73,118,191,Afternoon
2277,2,0,4,17,0,6,0,2,0.38,0.3939,0.82,0.0896,128,129,257,Afternoon
2278,2,0,4,18,0,6,0,2,0.38,0.3939,0.82,0.1045,48,129,177,Evening
2279,2,0,4,19,0,6,0,2,0.38,0.3939,0.82,0.1343,47,83,130,Evening
2280,2,0,4,20,0,6,0,2,0.38,0.3939,0.87,0.1642,19,74,93,Evening
2281,2,0,4,21,0,6,0,2,0.36,0.3485,0.93,0.1343,10,65,75,Evening
2282,2,0,4,22,0,6,0,2,0.36,0.3485,0.93,0.1343,21,66,87,Evening
2283,2,0,4,23,0,6,0,2,0.38,0.3939,0.87,0.0896,12,45,57,Evening
2284,2,0,4,0,0,0,0,2,0.38,0.3939,0.87,0.0896,5,48,53,Night
2285,2,0,4,1,0,0,0,2,0.38,0.3939,0.87,0.1343,6,31,37,Night
2286,2,0,4,2,0,0,0,2,0.38,0.3939,0.87,0.0896,12,24,36,Night
2287,2,0,4,3,0,0,0,2,0.38,0.3939,0.87,0.1343,5,11,16,Night
2288,2,0,4,4,0,0,0,2,0.36,0.3636,0.93,0.1045,3,2,5,Night
2289,2,0,4,5,0,0,0,2,0.36,0.3636,0.93,0.0896,0,4,4,Night
2290,2,0,4,6,0,0,0,2,0.36,0.3636,0.93,0.0896,0,4,4,Morning
2291,2,0,4,7,0,0,0,2,0.36,0.3636,1.0,0.0896,3,7,10,Morning
2292,2,0,4,8,0,0,0,2,0.38,0.3939,0.94,0.0896,17,38,55,Morning
2293,2,0,4,9,0,0,0,2,0.38,0.3939,0.94,0.1343,31,50,81,Morning
2294,2,0,4,10,0,0,0,2,0.4,0.4091,0.87,0.0,69,81,150,Morning
2295,2,0,4,11,0,0,0,2,0.4,0.4091,0.87,0.1343,93,109,202,Morning
2296,2,0,4,12,0,0,0,2,0.42,0.4242,0.88,0.1343,94,136,230,Afternoon
2297,2,0,4,13,0,0,0,1,0.46,0.4545,0.82,0.1045,121,142,263,Afternoon
2298,2,0,4,14,0,0,0,1,0.5,0.4848,0.72,0.194,148,133,281,Afternoon
2299,2,0,4,15,0,0,0,1,0.5,0.4848,0.77,0.2239,156,141,297,Afternoon
2300,2,0,4,16,0,0,0,2,0.52,0.5,0.72,0.1642,135,153,288,Afternoon
2301,2,0,4,17,0,0,0,2,0.52,0.5,0.72,0.194,84,152,236,Afternoon
2302,2,0,4,18,0,0,0,1,0.5,0.4848,0.77,0.194,103,137,240,Evening
2303,2,0,4,19,0,0,0,1,0.5,0.4848,0.77,0.194,47,84,131,Evening
2304,2,0,4,20,0,0,0,1,0.46,0.4545,0.82,0.1343,21,71,92,Evening
2305,2,0,4,21,0,0,0,1,0.44,0.4394,0.88,0.194,18,77,95,Evening
2306,2,0,4,22,0,0,0,1,0.44,0.4394,0.94,0.2537,12,45,57,Evening
2307,2,0,4,23,0,0,0,1,0.46,0.4545,0.88,0.3582,5,27,32,Evening
2308,2,0,4,0,0,1,1,1,0.48,0.4697,0.88,0.3284,7,16,23,Night
2309,2,0,4,1,0,1,1,1,0.46,0.4545,0.94,0.2836,1,3,4,Night
